customer_id,day,usage_count,interaction_rate,avg_duration,churn
CUST_0000,0,1,0.8729458358764083,5.81669851771357,0
CUST_0000,1,3,0.4894249636431405,5.618661959709932,0
CUST_0000,2,3,0.7055751725156885,5.81848473463854,0
CUST_0000,3,0,0.6974202672468399,5.133847654246,0
CUST_0000,4,4,0.8620426509893134,4.534549817595947,0
CUST_0000,5,1,0.596269878482053,5.886517412569054,0
CUST_0000,6,1,0.07695320162920916,3.9575151257728614,0
CUST_0000,7,1,0.31529033783061033,6.277926829238165,0
CUST_0000,8,3,0.8859777482361871,3.6505364285744766,0
CUST_0000,9,0,0.8700988739009299,5.585503460858579,0
CUST_0000,10,0,0.8747016726841994,5.713399590205446,0
CUST_0000,11,4,0.47987562030390885,5.047017213123745,0
CUST_0000,12,5,0.7375823015888915,4.579813182904143,0
CUST_0000,13,1,0.2963081204559901,4.718215391139493,0
CUST_0000,14,1,0.01787393473341381,4.965315112613219,0
CUST_0000,15,2,0.9499611839502253,5.234214732536521,0
CUST_0000,16,1,0.41758077578492836,7.309722755406186,0
CUST_0000,17,2,0.9427317741351257,4.336103086453335,0
CUST_0000,18,3,0.17652803200550826,4.3768594735752355,0
CUST_0000,19,2,0.9691026301408113,4.444522880839745,0
CUST_0000,20,4,0.7582384757040913,4.167644426895771,0
CUST_0000,21,2,0.5369744228934136,5.471415556386404,0
CUST_0000,22,2,0.8774608626303804,4.387211309515614,0
CUST_0000,23,6,0.4084532130706987,4.6122984400640155,0
CUST_0000,24,1,0.7234201136885849,4.159091201952145,0
CUST_0000,25,2,0.8512069140487687,4.9917219254499505,0
CUST_0000,26,3,0.34780920790219305,5.681891489626311,0
CUST_0000,27,3,0.8505817290942419,6.846707325736034,0
CUST_0000,28,6,0.1586051052930737,4.629676631402703,0
CUST_0000,29,1,0.8179670241190622,4.166441012720734,0
CUST_0001,0,2,0.2870381331749128,5.191099068019903,1
CUST_0001,1,2,0.5399853797158555,5.046436548156149,1
CUST_0001,2,1,0.761027902502028,5.538022354796844,1
CUST_0001,3,3,0.9372284872364511,5.0479540502831055,1
CUST_0001,4,1,0.30096356694681625,4.637042721031293,1
CUST_0001,5,3,0.8715368061523763,5.174639269367828,1
CUST_0001,6,3,0.7582631959290226,4.868961593001004,1
CUST_0001,7,3,0.9971245001577111,2.964759759374496,1
CUST_0001,8,2,0.7948095487499294,3.9787671828692868,1
CUST_0001,9,0,0.6804993020747131,5.708356447299353,1
CUST_0001,10,3,0.4323348010426019,4.8854096996920315,1
CUST_0001,11,2,0.9839776479598282,5.633267502303576,1
CUST_0001,12,2,0.2131047040250833,5.074206213800156,1
CUST_0001,13,4,0.8686231679556108,4.770597397269648,1
CUST_0001,14,5,0.032526179491251916,5.19652116970147,1
CUST_0001,15,2,0.12518579220255044,5.709003757588512,1
