customer_id,date,usage_count,interaction_rate,avg_duration
CUST_001,2025-06-03 08:40:33.719328,4,0.15599452033620265,6.16167224336399
CUST_001,2025-06-04 08:40:33.719328,3,0.9699098521619943,21.648852816008436
CUST_001,2025-06-05 08:40:33.719328,1,0.18340450985343382,11.084844859190754
CUST_001,2025-06-06 08:40:33.719328,2,0.6118528947223795,7.789877213040837
CUST_001,2025-06-07 08:40:33.719328,1,0.45606998421703593,20.703519227860273
CUST_001,2025-06-08 08:40:33.719328,1,0.5924145688620425,5.929008254399955
CUST_001,2025-06-09 08:40:33.719328,1,0.06505159298527952,23.977710745066666
CUST_001,2025-06-10 08:40:33.719328,3,0.6842330265121569,13.803049874792027
CUST_001,2025-06-11 08:40:33.719328,0,0.4951769101112702,5.687770422304368
CUST_001,2025-06-12 08:40:33.719328,3,0.5200680211778108,15.934205586865593
CUST_001,2025-06-13 08:40:33.719328,3,0.8948273504276488,16.957999576221702
CUST_001,2025-06-14 08:40:33.719328,1,0.1959828624191452,5.904545778210761
CUST_001,2025-06-15 08:40:33.719328,1,0.2713490317738959,21.57475018303859
CUST_001,2025-06-16 08:40:33.719328,1,0.5426960831582485,7.818484499495253
CUST_001,2025-06-17 08:40:33.719328,1,0.9868869366005173,20.444895385933147
CUST_001,2025-06-18 08:40:33.719328,1,0.8154614284548342,19.137146876952343
CUST_001,2025-06-19 08:40:33.719328,2,0.3584657285442726,7.317381190502594
CUST_001,2025-06-20 08:40:33.719328,3,0.3109823217156622,11.503666440534941
CUST_001,2025-06-21 08:40:33.719328,4,0.713244787222995,20.21570097233795
CUST_001,2025-06-22 08:40:33.719328,3,0.42754101835854963,5.508382534881903
CUST_001,2025-06-23 08:40:33.719328,0,0.03142918568673425,17.72820822527561
CUST_001,2025-06-24 08:40:33.719328,3,0.41038292303562973,20.111022770860973
CUST_001,2025-06-25 08:40:33.719328,1,0.289751452913768,8.224425745080088
CUST_001,2025-06-26 08:40:33.719328,5,0.8925589984899778,15.786844838313014
CUST_001,2025-06-27 08:40:33.719328,3,0.22793516254194168,13.542155772525126
CUST_001,2025-06-28 08:40:33.719328,2,0.5107473025775657,13.34822006297558
CUST_001,2025-06-29 08:40:33.719328,1,0.33761517140362796,23.858194078250385
CUST_001,2025-06-30 08:40:33.719328,2,0.363629602379294,24.435641654419214
CUST_001,2025-07-01 08:40:33.719328,2,0.30087830981676966,10.696809887549353
CUST_001,2025-07-02 08:40:33.719328,0,0.6095643339798968,15.05358046457723
CUST_002,2025-06-03 08:40:33.719328,0,0.27864646423661144,23.165317719333075
CUST_002,2025-06-04 08:40:33.719328,1,0.489452760277563,24.713009082212015
CUST_002,2025-06-05 08:40:33.719328,2,0.23763754399239967,19.56432697223719
CUST_002,2025-06-06 08:40:33.719328,3,0.0902897700544083,21.70604991178476
CUST_002,2025-06-07 08:40:33.719328,1,0.040775141554763916,16.817858863764837
CUST_002,2025-06-08 08:40:33.719328,1,0.512093058299281,9.529915503958758
CUST_002,2025-06-09 08:40:33.719328,1,0.690937738102466,12.734706926010748
CUST_002,2025-06-10 08:40:33.719328,1,0.3410663510502585,7.269470424811781
